"word","sentiment","translatedContent"
"avalanche","tristeza","avalancha"
"avalanche","sorpresa","avalancha"
"avarice","enfado","avaricia"
"avarice","desagrado","avaricia"
"avarice","negativo","avaricia"
"avatar","positivo","avatar"
"avenger","enfado","vengador"
"avenger","negativo","vengador"
"averse","enfado","contrario"
"averse","desagrado","contrario"
"averse","miedo","contrario"
"averse","negativo","contrario"
"aversion","enfado","aversión"
"aversion","desagrado","aversión"
"aversion","miedo","aversión"
"aversion","negativo","aversión"
"avoid","miedo","evitar"
"avoid","negativo","evitar"
"avoidance","miedo","evitación"
"avoidance","negativo","evitación"
"avoiding","miedo","evitando"
"await","anticipacion","esperar"
"award","anticipacion","premio"
"award","alegria","premio"
"award","positivo","premio"
"award","sorpresa","premio"
"award","confianza","premio"
"awful","enfado","horrible"
"awful","desagrado","horrible"
"awful","miedo","horrible"
"awful","negativo","horrible"
"awful","tristeza","horrible"
"awkwardness","desagrado","torpeza"
"awkwardness","negativo","torpeza"
"awry","negativo","torcido"
"axiom","confianza","axioma"
"axiomatic","confianza","axiomático"
"ay","positivo","sí"
"aye","positivo","sí"
"babble","negativo","balbucear"
"babbling","negativo","balbuceo"
"baboon","desagrado","babuino"
"baboon","negativo","babuino"
"baby","alegria","bebé"
"baby","positivo","bebé"
"babysitter","confianza","niñera"
"baccalaureate","positivo","bachillerato"
"backbone","enfado","columna vertebral"
"backbone","positivo","columna vertebral"
"backbone","confianza","columna vertebral"
"backer","confianza","partidario"
"backward","negativo","hacia atrás"
"backwards","desagrado","hacia atrás"
"backwards","negativo","hacia atrás"
"backwater","negativo","remanso"
"backwater","tristeza","remanso"
"bacteria","desagrado","bacterias"
"bacteria","miedo","bacterias"
"bacteria","negativo","bacterias"
"bacteria","tristeza","bacterias"
"bacterium","desagrado","bacteria"
"bacterium","miedo","bacteria"
"bacterium","negativo","bacteria"
"bad","enfado","malo"
"bad","desagrado","malo"
"bad","miedo","malo"
"bad","negativo","malo"
"bad","tristeza","malo"
"badge","confianza","Insignia"
"badger","enfado","tejón"
"badger","negativo","tejón"
"badly","negativo","mal"
"badly","tristeza","mal"
"badness","enfado","maldad"
"badness","desagrado","maldad"
"badness","miedo","maldad"
"badness","negativo","maldad"
"bailiff","miedo","alguacil"
"bailiff","negativo","alguacil"
"bailiff","confianza","alguacil"
"bait","miedo","cebo"
"bait","negativo","cebo"
"bait","confianza","cebo"
"balance","positivo","equilibrar"
"balanced","positivo","equilibrado"
"bale","miedo","bala"
"bale","negativo","bala"
"balk","negativo","obstáculo"
"ballad","positivo","balada"
"ballet","positivo","ballet"
"ballot","anticipacion","votación"
"ballot","positivo","votación"
"ballot","confianza","votación"
"balm","anticipacion","bálsamo"
"balm","alegria","bálsamo"
"balm","negativo","bálsamo"
"balm","positivo","bálsamo"
"balsam","positivo","bálsamo"
"ban","negativo","prohibición"
"bandit","negativo","bandido"
"bane","enfado","perdición"
"bane","desagrado","perdición"
"bane","miedo","perdición"
"bane","negativo","perdición"
"bang","enfado","explosión"
"bang","desagrado","explosión"
"bang","miedo","explosión"
"bang","negativo","explosión"
"bang","tristeza","explosión"
"bang","sorpresa","explosión"
"benfado","enfado","petardo"
"benfado","anticipacion","petardo"
"benfado","miedo","petardo"
"benfado","negativo","petardo"
"benfado","sorpresa","petardo"
"banish","enfado","desterrar"
"banish","desagrado","desterrar"
"banish","miedo","desterrar"
"banish","negativo","desterrar"
"banish","tristeza","desterrar"
"banished","enfado","alejado"
"banished","miedo","alejado"
"banished","negativo","alejado"
"banished","tristeza","alejado"
"banishment","enfado","destierro"
"banishment","desagrado","destierro"
"banishment","negativo","destierro"
"banishment","tristeza","destierro"
"bank","confianza","banco"
"banker","confianza","banquero"
"bankrupt","miedo","arruinado"
"bankrupt","negativo","arruinado"
"bankrupt","tristeza","arruinado"
"bankruptcy","enfado","bancarrota"
"bankruptcy","desagrado","bancarrota"
"bankruptcy","miedo","bancarrota"
"bankruptcy","negativo","bancarrota"
"bankruptcy","tristeza","bancarrota"
"banquet","anticipacion","banquete"
"banquet","alegria","banquete"
"banquet","positivo","banquete"
"banshee","enfado","banshee"
"banshee","desagrado","banshee"
"banshee","miedo","banshee"
"banshee","negativo","banshee"
"banshee","tristeza","banshee"
"baptism","positivo","bautismo"
"baptismal","alegria","bautismal"
"baptismal","positivo","bautismal"
"barb","enfado","lengüeta"
"barb","negativo","lengüeta"
"barbarian","miedo","bárbaro"
"barbarian","negativo","bárbaro"
"barbaric","enfado","bárbaro"
"barbaric","desagrado","bárbaro"
"barbaric","miedo","bárbaro"
"barbaric","negativo","bárbaro"
"barbarism","negativo","barbarie"
"bard","positivo","bardo"
"barf","desagrado","barf"
"bargain","positivo","negociar"
"bargain","confianza","negociar"
"bark","enfado","ladrar"
"bark","negativo","ladrar"
"barred","negativo","prohibido"
"barren","negativo","estéril"
"barren","tristeza","estéril"
"barricade","miedo","barricada"
"barricade","negativo","barricada"
"barrier","enfado","barrera"
"barrier","negativo","barrera"
"barrow","desagrado","carretilla"
"bartender","confianza","barman"
"barter","confianza","permuta"
"base","confianza","base"
"baseless","negativo","infundado"
"basketball","anticipacion","baloncesto"
"basketball","alegria","baloncesto"
"basketball","positivo","baloncesto"
"bastard","desagrado","Bastardo"
"bastard","negativo","Bastardo"
"bastard","tristeza","Bastardo"
"bastion","enfado","bastión"
"bastion","positivo","bastión"
"bath","positivo","bañera"
"battalion","enfado","batallón"
"batter","enfado","masa"
"batter","miedo","masa"
"batter","negativo","masa"
"battered","miedo","abollado"
"battered","negativo","abollado"
"battered","tristeza","abollado"
"battery","enfado","batería"
"battery","negativo","batería"
"battle","enfado","batalla"
"battle","negativo","batalla"
"battled","enfado","luchado"
"battled","miedo","luchado"
"battled","negativo","luchado"
"battled","tristeza","luchado"
"battlefield","miedo","campo de batalla"
"battlefield","negativo","campo de batalla"
"bawdy","negativo","obsceno"
"bayonet","enfado","bayoneta"
"bayonet","miedo","bayoneta"
"bayonet","negativo","bayoneta"
"beach","alegria","playa"
"beam","alegria","haz"
"beam","positivo","haz"
"beaming","anticipacion","radiante"
"beaming","alegria","radiante"
"beaming","positivo","radiante"
"bear","enfado","oso"
"bear","miedo","oso"
"bearer","negativo","portador"
"bearish","enfado","osuno"
"bearish","miedo","osuno"
"beast","enfado","bestia"
"beast","miedo","bestia"
"beast","negativo","bestia"
"beastly","desagrado","bestial"
"beastly","miedo","bestial"
"beastly","negativo","bestial"
"beating","enfado","golpeando"
"beating","miedo","golpeando"
"beating","negativo","golpeando"
"beating","tristeza","golpeando"
"beautification","alegria","embellecimiento"
"beautification","positivo","embellecimiento"
"beautification","confianza","embellecimiento"
"beautiful","alegria","hermoso"
"beautiful","positivo","hermoso"
"beautify","alegria","embellecer"
"beautify","positivo","embellecer"
"beauty","alegria","belleza"
"beauty","positivo","belleza"
"bedrock","positivo","base"
"bedrock","confianza","base"
"bee","enfado","abeja"
"bee","miedo","abeja"
"beer","alegria","cerveza"
"beer","positivo","cerveza"
"befall","negativo","acontecer"
"befitting","positivo","propio"
"befriend","alegria","ofrecer amistad"
"befriend","positivo","ofrecer amistad"
"befriend","confianza","ofrecer amistad"
"beg","negativo","mendigar"
"beg","tristeza","mendigar"
"beggar","negativo","mendigo"
"beggar","tristeza","mendigo"
"begging","negativo","mendicidad"
"begun","anticipacion","empezado"
"behemoth","miedo","gigante"
"behemoth","negativo","gigante"
"beholden","negativo","agradecido"
"belated","negativo","tardío"
"believed","confianza","creído"
"believer","confianza","creyente"
"believing","positivo","creyendo"
"believing","confianza","creyendo"
"belittle","enfado","empequeñecer"
"belittle","desagrado","empequeñecer"
"belittle","miedo","empequeñecer"
"belittle","negativo","empequeñecer"
"belittle","tristeza","empequeñecer"
"belligerent","enfado","beligerante"
"belligerent","miedo","beligerante"
"belligerent","negativo","beligerante"
"bellows","enfado","fuelle"
"belt","enfado","cinturón"
"belt","miedo","cinturón"
"belt","negativo","cinturón"
"bender","negativo","juerga"
"benefactor","positivo","benefactor"
"benefactor","confianza","benefactor"
"beneficial","positivo","beneficioso"
"benefit","positivo","beneficio"
"benevolence","alegria","benevolencia"
"benevolence","positivo","benevolencia"
"benevolence","confianza","benevolencia"
"benign","alegria","benigno"
"benign","positivo","benigno"
"bequest","confianza","legado"
"bereaved","negativo","afligido"
"bereaved","tristeza","afligido"
"bereavement","negativo","duelo"
"bereavement","tristeza","duelo"
"bereft","negativo","privado"
"berserk","enfado","enloquecido"
"berserk","negativo","enloquecido"
"berth","positivo","atracar"
"bestial","desagrado","bestial"
"bestial","miedo","bestial"
"bestial","negativo","bestial"
"betray","enfado","traicionar"
"betray","desagrado","traicionar"
"betray","negativo","traicionar"
"betray","tristeza","traicionar"
"betray","sorpresa","traicionar"
"betrayal","enfado","traición"
"betrayal","desagrado","traición"
"betrayal","negativo","traición"
"betrayal","tristeza","traición"
"betrothed","anticipacion","prometido"
"betrothed","alegria","prometido"
"betrothed","positivo","prometido"
"betrothed","confianza","prometido"
"betterment","positivo","mejoramiento"
"beverage","positivo","bebida"
"beware","anticipacion","tener cuidado"
"beware","miedo","tener cuidado"
"beware","negativo","tener cuidado"
"bewildered","miedo","desconcertado"
"bewildered","negativo","desconcertado"
"bewildered","sorpresa","desconcertado"
"bewilderment","miedo","desconcierto"
"bewilderment","sorpresa","desconcierto"
"bias","enfado","parcialidad"
"bias","negativo","parcialidad"
"biased","negativo","parcial"
"biblical","positivo","bíblico"
"bickering","enfado","dimes y diretes"
"bickering","desagrado","dimes y diretes"
"bickering","negativo","dimes y diretes"
"biennial","anticipacion","bienal"
"bier","miedo","féretro"
"bier","negativo","féretro"
"bier","tristeza","féretro"
"bigot","enfado","fanático"
"bigot","desagrado","fanático"
"bigot","miedo","fanático"
"bigot","negativo","fanático"
"bigoted","enfado","fanático"
"bigoted","desagrado","fanático"
"bigoted","miedo","fanático"
"bigoted","negativo","fanático"
"bigoted","tristeza","fanático"
"bile","enfado","bilis"
"bile","desagrado","bilis"
"bile","negativo","bilis"
"bilingual","positivo","bilingüe"
"biopsy","miedo","biopsia"
"biopsy","negativo","biopsia"
"birch","enfado","abedul"
"birch","desagrado","abedul"
"birch","miedo","abedul"
"birch","negativo","abedul"
"birth","anticipacion","nacimiento"
"birth","miedo","nacimiento"
"birth","alegria","nacimiento"
"birth","positivo","nacimiento"
"birth","confianza","nacimiento"
"birthday","anticipacion","cumpleaños"
"birthday","alegria","cumpleaños"
"birthday","positivo","cumpleaños"
"birthday","sorpresa","cumpleaños"
"birthplace","enfado","lugar de nacimiento"
"birthplace","negativo","lugar de nacimiento"
"bitch","enfado","perra"
"bitch","desagrado","perra"
"bitch","miedo","perra"
"bitch","negativo","perra"
"bitch","tristeza","perra"
"bite","negativo","mordedura"
"bitterly","enfado","amargamente"
"bitterly","desagrado","amargamente"
"bitterly","negativo","amargamente"
"bitterly","tristeza","amargamente"
"bitterness","enfado","amargura"
"bitterness","desagrado","amargura"
"bitterness","negativo","amargura"
"bitterness","tristeza","amargura"
"bizarre","negativo","extraño"
"bizarre","sorpresa","extraño"
"black","negativo","negro"
"black","tristeza","negro"
"blackjack","negativo","veintiuna"
"blackmail","enfado","chantaje"
"blackmail","miedo","chantaje"
"blackmail","negativo","chantaje"
"blackness","miedo","negrura"
"blackness","negativo","negrura"
"blackness","tristeza","negrura"
"blame","enfado","culpa"
"blame","desagrado","culpa"
"blame","negativo","culpa"
"blameless","positivo","inocente"
"bland","negativo","amable"
"blanket","confianza","manta"
"blasphemous","enfado","blasfemo"
"blasphemous","desagrado","blasfemo"
"blasphemous","negativo","blasfemo"
"blasphemy","enfado","blasfemia"
"blasphemy","negativo","blasfemia"
"blast","enfado","explosión"
"blast","miedo","explosión"
"blast","negativo","explosión"
"blast","sorpresa","explosión"
"blatant","enfado","evidente"
"blatant","desagrado","evidente"
"blatant","negativo","evidente"
"blather","negativo","decir tonterías"
"blaze","enfado","resplandor"
"blaze","negativo","resplandor"
"bleak","negativo","desolado"
"bleak","tristeza","desolado"
"bleeding","desagrado","sangrado"
"bleeding","miedo","sangrado"
"bleeding","negativo","sangrado"
"bleeding","tristeza","sangrado"
"blemish","enfado","defecto"
"blemish","desagrado","defecto"
"blemish","miedo","defecto"
"blemish","negativo","defecto"
"blemish","tristeza","defecto"
"bless","anticipacion","bendecir"
"bless","alegria","bendecir"
"bless","positivo","bendecir"
"bless","confianza","bendecir"
"blessed","alegria","bendito"
"blessed","positivo","bendito"
"blessing","anticipacion","bendición"
"blessing","alegria","bendición"
"blessing","positivo","bendición"
"blessing","confianza","bendición"
"blessings","anticipacion","bendiciones"
"blessings","alegria","bendiciones"
"blessings","positivo","bendiciones"
"blessings","sorpresa","bendiciones"
"blessings","confianza","bendiciones"
"blight","desagrado","plaga"
"blight","miedo","plaga"
"blight","negativo","plaga"
"blight","tristeza","plaga"
"blighted","desagrado","arruinado"
"blighted","negativo","arruinado"
